bundle_path,original_path,file_name,file_size_bytes,modified_timestamp,sha256,run_classification,reason_included
final_dissertation_evidence/code_snapshot/scripts/run_ncv_training_curve.py,/home/runner/work/DissertationV2/DissertationV2/scripts/run_ncv_training_curve.py,run_ncv_training_curve.py,4106,2026-08-20T17:55:08.630880+00:00,3dd603a00a3c0301ed8908aaaeb0ef123fe82b4b5d3641046647f78c1b5d02c6,code_snapshot,"Script/module responsible for stage-8 execution, contract setup, NCV/frozen-transfer, aggregation, timing, break-even, or reference pricing"
final_dissertation_evidence/code_snapshot/scripts/run_stage8.py,/home/runner/work/DissertationV2/DissertationV2/scripts/run_stage8.py,run_stage8.py,115980,2026-08-20T17:55:08.630880+00:00,256026db63bb5c842762cfce7c103fba9ef83af4854d71b091eb3ecf804e24bb,code_snapshot,"Script/module responsible for stage-8 execution, contract setup, NCV/frozen-transfer, aggregation, timing, break-even, or reference pricing"
final_dissertation_evidence/code_snapshot/scripts/run_stage8_sensitivity_2x2.py,/home/runner/work/DissertationV2/DissertationV2/scripts/run_stage8_sensitivity_2x2.py,run_stage8_sensitivity_2x2.py,290,2026-08-20T17:55:08.630880+00:00,033dd0f9a1e73797998c33b4884cd79c4035938bacde377244aa7378052619b2,code_snapshot,"Script/module responsible for stage-8 execution, contract setup, NCV/frozen-transfer, aggregation, timing, break-even, or reference pricing"
final_dissertation_evidence/principal_m12/MISSING_EVIDENCE.txt,N/A (generated in bundle),MISSING_EVIDENCE.txt,83,2026-08-20T17:58:47.457306+00:00,62d0d45666b32c91a2d7926f053d0dfe3bfa2ec4b2c3bf9ca9379adc7e589fb0,bundle_metadata,Generated audit metadata or placeholder documenting missing evidence
final_dissertation_evidence/principal_m252/MISSING_EVIDENCE.txt,N/A (generated in bundle),MISSING_EVIDENCE.txt,84,2026-08-20T17:58:47.457368+00:00,5d09ea2f502ab59090b447d82cc73b9606b7aa4ad05a2a73f48b4373a4d341d7,bundle_metadata,Generated audit metadata or placeholder documenting missing evidence
final_dissertation_evidence/reference_prices/MISSING_EVIDENCE.txt,N/A (generated in bundle),MISSING_EVIDENCE.txt,98,2026-08-20T17:58:47.457472+00:00,b140bc23febf9368574ed79984c2aa78e62b4b342b2299650e309f6b811dca91,bundle_metadata,Generated audit metadata or placeholder documenting missing evidence
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/cell_summary.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/cell_summary.csv,cell_summary.csv,1256,2026-08-20T17:55:08.624127+00:00,34f1ea938008d9803acd6b0dc754106869c4469254d84b0262406b20b6af93bd,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/checkpoint_curve_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/checkpoint_curve_results.csv,checkpoint_curve_results.csv,118934,2026-08-20T17:55:08.625740+00:00,dc8adb07757948dab0ee3f7b1fca8977c22e59d95d9d6cb03c9b1aa4286b7634,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/config.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/config.json,config.json,1135,2026-08-20T17:55:08.625740+00:00,fea3b6bf595998e895d050b34315c3ea41ea8c86cb2f0d9ec5acd702e7b95ca0,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/dissertation_summary.md,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/dissertation_summary.md,dissertation_summary.md,2572,2026-08-20T17:55:08.625740+00:00,1cf7b9c5ab2714655af85422a8f8aa23a9e6582dd66a3c97d8acc69eaf600185,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/environment.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/environment.json,environment.json,495,2026-08-20T17:55:08.625740+00:00,58810762ed4380422feceaec3f4cdc573d899f1c8cdb1293dcde16fb0e563126,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_2x2_interaction.pdf,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_2x2_interaction.pdf,figure_2x2_interaction.pdf,13043,2026-08-20T17:55:08.625740+00:00,e92f4054950ebc193a9750fb1931eda2eb42ffea570a409983c9f818b0e6036e,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_2x2_interaction.png,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_2x2_interaction.png,figure_2x2_interaction.png,118658,2026-08-20T17:55:08.625740+00:00,76bc54a588169e308591376797c3ff8aaee017ff099e91bee6f2bb8369c2b3e8,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_checkpoint_curves.pdf,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_checkpoint_curves.pdf,figure_checkpoint_curves.pdf,15303,2026-08-20T17:55:08.625740+00:00,5183b13fd98b88d9234c1255d6213675b72191ebf705e78c81680f0943216fae,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_checkpoint_curves.png,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/figure_checkpoint_curves.png,figure_checkpoint_curves.png,132579,2026-08-20T17:55:08.626127+00:00,beee31b02a08a34f2914ec5e6bf806416d09913baf460ca62c3ad5762323fa72,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/paired_contrasts.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/paired_contrasts.csv,paired_contrasts.csv,654,2026-08-20T17:55:08.626127+00:00,fad3e87afea16cf463c5b548f65d3e4b9b8ab6361d599c7d8ef49a79fc34e09b,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/replication_level_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/replication_level_results.csv,replication_level_results.csv,71582,2026-08-20T17:55:08.626127+00:00,99c768d7be1d7b5cb20fa8750c263019568c36465d9bd8d7b1862f374baf8766,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/runtime_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/runtime_results.csv,runtime_results.csv,27165,2026-08-20T17:55:08.626127+00:00,2fcaa8475dfdd7763b26d18d8c5011558687038c0bb6a3d3dc6abfc70d49add2,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/seed_manifest.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/seed_manifest.csv,seed_manifest.csv,8346,2026-08-20T17:55:08.626127+00:00,2edd2858c6ef1ccee324867e0b25e80e66e2532e8594f544d62cbe61d42118b5,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/sensitivity_2x2/stage8_sensitivity_2x2_dissertation_20260818T101252Z/validation_report.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T101252Z/validation_report.json,validation_report.json,633,2026-08-20T17:55:08.626127+00:00,2f2790c5d4c04e8443c3700957a01d2cc4570508c024ff34c9739b7ca3e81a06,2x2_sensitivity_primary,Latest dissertation-profile 2x2 sensitivity run with full 30 replications and validation artifacts
final_dissertation_evidence/training_curve_m12/MISSING_EVIDENCE.txt,N/A (generated in bundle),MISSING_EVIDENCE.txt,76,2026-08-20T17:58:47.457407+00:00,8fdc45fa7dfa5b6b1e72ed827084e87144c164c0afe2f201a0ab30f760830db4,bundle_metadata,Generated audit metadata or placeholder documenting missing evidence
final_dissertation_evidence/training_curve_m252/MISSING_EVIDENCE.txt,N/A (generated in bundle),MISSING_EVIDENCE.txt,77,2026-08-20T17:58:47.457438+00:00,7e6abcd1f6a09a5abe3ff7dd4b54789b9b51f8241aceb9043db509864508f99b,bundle_metadata,Generated audit metadata or placeholder documenting missing evidence
final_dissertation_evidence/unresolved_candidates/single_contract_candidates/asian_options_equal_budget_comparison.csv,/home/runner/work/DissertationV2/DissertationV2/asian_options_equal_budget_comparison.csv,asian_options_equal_budget_comparison.csv,874,2026-08-20T17:55:08.609380+00:00,0fd61e760d57d174d2bf40b70c9643b00af3a5baa02bd92600187adf58837e5f,older_single_contract_candidate,Single-contract summary with NCV ERROR rows; retained only as unresolved/superseded evidence
final_dissertation_evidence/unresolved_candidates/single_contract_candidates/asian_options_equal_obs_comparison.csv,/home/runner/work/DissertationV2/DissertationV2/asian_options_equal_obs_comparison.csv,asian_options_equal_obs_comparison.csv,846,2026-08-20T17:55:08.609380+00:00,dcd1d99dcd08fd4af151183df25ff1a9d9fc13a14e5204341f6a2f537b6d0055,older_single_contract_candidate,Single-contract summary with NCV ERROR rows; retained only as unresolved/superseded evidence
final_dissertation_evidence/unresolved_candidates/single_contract_candidates/asian_options_runtime_comparison.csv,/home/runner/work/DissertationV2/DissertationV2/asian_options_runtime_comparison.csv,asian_options_runtime_comparison.csv,1294,2026-08-20T17:55:08.609380+00:00,1b288a2b35b8121217ea9b2bba8c338724e0b245bed4323c1ad1627c1959d8a3,older_single_contract_candidate,Single-contract summary with NCV ERROR rows; retained only as unresolved/superseded evidence
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/cell_summary.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/cell_summary.csv,cell_summary.csv,1256,2026-08-20T17:55:08.622906+00:00,34f1ea938008d9803acd6b0dc754106869c4469254d84b0262406b20b6af93bd,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/checkpoint_curve_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/checkpoint_curve_results.csv,checkpoint_curve_results.csv,118878,2026-08-20T17:55:08.622935+00:00,db200224546dc580f353e20a7a872eb40e6308ac9c11f43d113d996eaf80151b,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/config.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/config.json,config.json,1135,2026-08-20T17:55:08.622935+00:00,35e6273e31f2b1ebed142e00410e704c5f76431dad5699783371c26eb115dad7,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/dissertation_summary.md,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/dissertation_summary.md,dissertation_summary.md,2572,2026-08-20T17:55:08.622935+00:00,1cf7b9c5ab2714655af85422a8f8aa23a9e6582dd66a3c97d8acc69eaf600185,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/environment.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/environment.json,environment.json,495,2026-08-20T17:55:08.622935+00:00,58810762ed4380422feceaec3f4cdc573d899f1c8cdb1293dcde16fb0e563126,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_2x2_interaction.pdf,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_2x2_interaction.pdf,figure_2x2_interaction.pdf,13043,2026-08-20T17:55:08.622935+00:00,adb75700d6cea491393e001b85904fc0ed7b06fe08e020cf92fed950bbb329a4,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_2x2_interaction.png,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_2x2_interaction.png,figure_2x2_interaction.png,118658,2026-08-20T17:55:08.623127+00:00,76bc54a588169e308591376797c3ff8aaee017ff099e91bee6f2bb8369c2b3e8,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_checkpoint_curves.pdf,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_checkpoint_curves.pdf,figure_checkpoint_curves.pdf,15303,2026-08-20T17:55:08.623127+00:00,1a30a575ed276b3a056bf06ff26db05fe6da85d38635c278d8e68c28f98c3ee8,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_checkpoint_curves.png,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/figure_checkpoint_curves.png,figure_checkpoint_curves.png,132579,2026-08-20T17:55:08.624127+00:00,beee31b02a08a34f2914ec5e6bf806416d09913baf460ca62c3ad5762323fa72,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/paired_contrasts.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/paired_contrasts.csv,paired_contrasts.csv,654,2026-08-20T17:55:08.624127+00:00,fad3e87afea16cf463c5b548f65d3e4b9b8ab6361d599c7d8ef49a79fc34e09b,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/replication_level_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/replication_level_results.csv,replication_level_results.csv,70778,2026-08-20T17:55:08.624127+00:00,234624c400faf9ca64eb437f9261fb1f2e6839d76a5e31b832606b4f81d9d254,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/runtime_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/runtime_results.csv,runtime_results.csv,27116,2026-08-20T17:55:08.624127+00:00,c8e3fc96ff2c32d9269c86b2f5095dff3aaee46a12ee0b913a88c92b3ab7c8ee,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/seed_manifest.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/seed_manifest.csv,seed_manifest.csv,8346,2026-08-20T17:55:08.624127+00:00,2edd2858c6ef1ccee324867e0b25e80e66e2532e8594f544d62cbe61d42118b5,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_dissertation_20260818T095404Z/validation_report.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_dissertation_20260818T095404Z/validation_report.json,validation_report.json,633,2026-08-20T17:55:08.624127+00:00,2f2790c5d4c04e8443c3700957a01d2cc4570508c024ff34c9739b7ca3e81a06,unresolved_duplicate_2x2,Earlier dissertation-profile 2x2 run; largely duplicate of later run with differing timing/raw values
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/cell_summary.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/cell_summary.csv,cell_summary.csv,1299,2026-08-20T17:55:08.626127+00:00,2336baacf053493d6915fbdd766763f1319bea09c7c0c194a5973c56f3fa9f15,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/checkpoint_curve_results.csv,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/checkpoint_curve_results.csv,checkpoint_curve_results.csv,4118,2026-08-20T17:55:08.627414+00:00,d65153efa049a4f495783f2d9145877bbd0d0ada392d65320422319da7b6f80a,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/config.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/config.json,config.json,1081,2026-08-20T17:55:08.627414+00:00,4d74a3ccc2a7c4e8a1a15bcd36970592c38799e4e9bb137837e309177dffcd94,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/dissertation_summary.md,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/dissertation_summary.md,dissertation_summary.md,2593,2026-08-20T17:55:08.627414+00:00,2a8e60a99a24a87939753d5a50b1cefd0c786e888f98a8dd2b9a6d8f1ccf04ec,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/environment.json,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/environment.json,environment.json,495,2026-08-20T17:55:08.627414+00:00,58810762ed4380422feceaec3f4cdc573d899f1c8cdb1293dcde16fb0e563126,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/figure_2x2_interaction.pdf,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/figure_2x2_interaction.pdf,figure_2x2_interaction.pdf,14309,2026-08-20T17:55:08.627414+00:00,eb2d1bd19365cb95cb3ab4319fe54c82285e1f3d20b50735dd0fbe6a583fc468,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
final_dissertation_evidence/unresolved_candidates/stage8_sensitivity_2x2_smoke_20260818T095313Z/figure_2x2_interaction.png,/home/runner/work/DissertationV2/DissertationV2/experiment_runs/stage8_sensitivity_2x2_smoke_20260818T095313Z/figure_2x2_interaction.png,figure_2x2_interaction.png,109704,2026-08-20T17:55:08.627414+00:00,a2dce5804584f3fdb7284bade8e923c71525a85517b243867d35de5e50af3bb2,superseded_smoke_test,"Smoke-profile 2x2 test run (2 replications, tiny sample sizes), not dissertation evidence"
